Sample Name	Protocol REF	Parameter Value[Post Extraction]	Parameter Value[Derivatization]	Extract Name	Protocol REF	Parameter Value[Chromatography Instrument]	Term Source REF	Term Accession Number	Parameter Value[Column model]	Parameter Value[Column type]	Labeled Extract Name	Label	Term Source REF	Term Accession Number	Protocol REF	Parameter Value[Scan polarity]	Parameter Value[Scan m/z range]	Parameter Value[Instrument]	Term Source REF	Term Accession Number	Parameter Value[Ion source]	Term Source REF	Term Accession Number	Parameter Value[Mass analyzer]	Term Source REF	Term Accession Number	MS Assay Name	Raw Spectral Data File	Protocol REF	Normalization Name	Derived Spectral Data File	Protocol REF	Data Transformation Name	Metabolite Assignment File
MS15006103_POS	Extraction	120 μl isopropanol	none	MS15006103_POS	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC CSH C18 (1.7 µm, 2.1 mm x 100 mm; Waters)	reverse phase					Mass spectrometry	positive	50-1800	Waters Xevo G2-XS QTof			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			MS15006103_POS	FILES/MS15006103_POS.raw.zip	Data transformation	MS15006103_POS		Metabolite identification	MS15006103_POS	m_MTBLS408_pos_psoriasis_metabolite_profiling_mass_spectrometry_v2_maf.tsv
MS15006014_POS	Extraction	120 μl isopropanol	none	MS15006014_POS	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC CSH C18 (1.7 µm, 2.1 mm x 100 mm; Waters)	reverse phase					Mass spectrometry	positive	50-1800	Waters Xevo G2-XS QTof			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			MS15006014_POS	FILES/MS15006014_POS.raw.zip	Data transformation	MS15006014_POS		Metabolite identification	MS15006014_POS	m_MTBLS408_pos_psoriasis_metabolite_profiling_mass_spectrometry_v2_maf.tsv
MS15006104_POS	Extraction	120 μl isopropanol	none	MS15006104_POS	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC CSH C18 (1.7 µm, 2.1 mm x 100 mm; Waters)	reverse phase					Mass spectrometry	positive	50-1800	Waters Xevo G2-XS QTof			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			MS15006104_POS	FILES/MS15006104_POS.raw.zip	Data transformation	MS15006104_POS		Metabolite identification	MS15006104_POS	m_MTBLS408_pos_psoriasis_metabolite_profiling_mass_spectrometry_v2_maf.tsv
MS15006045_POS	Extraction	120 μl isopropanol	none	MS15006045_POS	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC CSH C18 (1.7 µm, 2.1 mm x 100 mm; Waters)	reverse phase					Mass spectrometry	positive	50-1800	Waters Xevo G2-XS QTof			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			MS15006045_POS	FILES/MS15006045_POS.raw.zip	Data transformation	MS15006045_POS		Metabolite identification	MS15006045_POS	m_MTBLS408_pos_psoriasis_metabolite_profiling_mass_spectrometry_v2_maf.tsv
MS15006105_POS	Extraction	120 μl isopropanol	none	MS15006105_POS	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC CSH C18 (1.7 µm, 2.1 mm x 100 mm; Waters)	reverse phase					Mass spectrometry	positive	50-1800	Waters Xevo G2-XS QTof			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			MS15006105_POS	FILES/MS15006105_POS.raw.zip	Data transformation	MS15006105_POS		Metabolite identification	MS15006105_POS	m_MTBLS408_pos_psoriasis_metabolite_profiling_mass_spectrometry_v2_maf.tsv
20150707_QC_016_POS	Extraction	120 μl isopropanol	none	20150707_QC_016_POS	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC CSH C18 (1.7 µm, 2.1 mm x 100 mm; Waters)	reverse phase					Mass spectrometry	positive	50-1800	Waters Xevo G2-XS QTof			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20150707_QC_016_POS	FILES/20150707_QC_016_POS.raw.zip	Data transformation	20150707_QC_016_POS		Metabolite identification	20150707_QC_016_POS	m_MTBLS408_pos_psoriasis_metabolite_profiling_mass_spectrometry_v2_maf.tsv
20150707_QC_017_POS	Extraction	120 μl isopropanol	none	20150707_QC_017_POS	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC CSH C18 (1.7 µm, 2.1 mm x 100 mm; Waters)	reverse phase					Mass spectrometry	positive	50-1800	Waters Xevo G2-XS QTof			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20150707_QC_017_POS	FILES/20150707_QC_017_POS.raw.zip	Data transformation	20150707_QC_017_POS		Metabolite identification	20150707_QC_017_POS	m_MTBLS408_pos_psoriasis_metabolite_profiling_mass_spectrometry_v2_maf.tsv
20150707_QC_018_POS	Extraction	120 μl isopropanol	none	20150707_QC_018_POS	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC CSH C18 (1.7 µm, 2.1 mm x 100 mm; Waters)	reverse phase					Mass spectrometry	positive	50-1800	Waters Xevo G2-XS QTof			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20150707_QC_018_POS	FILES/20150707_QC_018_POS.raw.zip	Data transformation	20150707_QC_018_POS		Metabolite identification	20150707_QC_018_POS	m_MTBLS408_pos_psoriasis_metabolite_profiling_mass_spectrometry_v2_maf.tsv
20150707_QC_024_POS	Extraction	120 μl isopropanol	none	20150707_QC_024_POS	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC CSH C18 (1.7 µm, 2.1 mm x 100 mm; Waters)	reverse phase					Mass spectrometry	positive	50-1800	Waters Xevo G2-XS QTof			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20150707_QC_024_POS	FILES/20150707_QC_024_POS.raw.zip	Data transformation	20150707_QC_024_POS		Metabolite identification	20150707_QC_024_POS	m_MTBLS408_pos_psoriasis_metabolite_profiling_mass_spectrometry_v2_maf.tsv
20150707_QC_025_POS	Extraction	120 μl isopropanol	none	20150707_QC_025_POS	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC CSH C18 (1.7 µm, 2.1 mm x 100 mm; Waters)	reverse phase					Mass spectrometry	positive	50-1800	Waters Xevo G2-XS QTof			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20150707_QC_025_POS	FILES/20150707_QC_025_POS.raw.zip	Data transformation	20150707_QC_025_POS		Metabolite identification	20150707_QC_025_POS	m_MTBLS408_pos_psoriasis_metabolite_profiling_mass_spectrometry_v2_maf.tsv
20150707_QC_026_POS	Extraction	120 μl isopropanol	none	20150707_QC_026_POS	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC CSH C18 (1.7 µm, 2.1 mm x 100 mm; Waters)	reverse phase					Mass spectrometry	positive	50-1800	Waters Xevo G2-XS QTof			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20150707_QC_026_POS	FILES/20150707_QC_026_POS.raw.zip	Data transformation	20150707_QC_026_POS		Metabolite identification	20150707_QC_026_POS	m_MTBLS408_pos_psoriasis_metabolite_profiling_mass_spectrometry_v2_maf.tsv
20150707_QC_027_POS	Extraction	120 μl isopropanol	none	20150707_QC_027_POS	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC CSH C18 (1.7 µm, 2.1 mm x 100 mm; Waters)	reverse phase					Mass spectrometry	positive	50-1800	Waters Xevo G2-XS QTof			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20150707_QC_027_POS	FILES/20150707_QC_027_POS.raw.zip	Data transformation	20150707_QC_027_POS		Metabolite identification	20150707_QC_027_POS	m_MTBLS408_pos_psoriasis_metabolite_profiling_mass_spectrometry_v2_maf.tsv
20150707_QC_028_POS	Extraction	120 μl isopropanol	none	20150707_QC_028_POS	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC CSH C18 (1.7 µm, 2.1 mm x 100 mm; Waters)	reverse phase					Mass spectrometry	positive	50-1800	Waters Xevo G2-XS QTof			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20150707_QC_028_POS	FILES/20150707_QC_028_POS.raw.zip	Data transformation	20150707_QC_028_POS		Metabolite identification	20150707_QC_028_POS	m_MTBLS408_pos_psoriasis_metabolite_profiling_mass_spectrometry_v2_maf.tsv
MS15006016	Extraction	120 μl isopropanol	none	MS15006016	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC CSH C18 (1.7 µm, 2.1 mm x 100 mm; Waters)	reverse phase					Mass spectrometry	positive	50-1800	Waters Xevo G2-XS QTof			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			MS15006016	FILES/MS15006016.raw.zip	Data transformation	MS15006016		Metabolite identification	MS15006016	m_MTBLS408_pos_psoriasis_metabolite_profiling_mass_spectrometry_v2_maf.tsv
MS15006076	Extraction	120 μl isopropanol	none	MS15006076	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC CSH C18 (1.7 µm, 2.1 mm x 100 mm; Waters)	reverse phase					Mass spectrometry	positive	50-1800	Waters Xevo G2-XS QTof			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			MS15006076	FILES/MS15006076.raw.zip	Data transformation	MS15006076		Metabolite identification	MS15006076	m_MTBLS408_pos_psoriasis_metabolite_profiling_mass_spectrometry_v2_maf.tsv
MS15006106	Extraction	120 μl isopropanol	none	MS15006106	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC CSH C18 (1.7 µm, 2.1 mm x 100 mm; Waters)	reverse phase					Mass spectrometry	positive	50-1800	Waters Xevo G2-XS QTof			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			MS15006106	FILES/MS15006106.raw.zip	Data transformation	MS15006106		Metabolite identification	MS15006106	m_MTBLS408_pos_psoriasis_metabolite_profiling_mass_spectrometry_v2_maf.tsv
MS15006017	Extraction	120 μl isopropanol	none	MS15006017	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC CSH C18 (1.7 µm, 2.1 mm x 100 mm; Waters)	reverse phase					Mass spectrometry	positive	50-1800	Waters Xevo G2-XS QTof			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			MS15006017	FILES/MS15006017.raw.zip	Data transformation	MS15006017		Metabolite identification	MS15006017	m_MTBLS408_pos_psoriasis_metabolite_profiling_mass_spectrometry_v2_maf.tsv
MS15006077	Extraction	120 μl isopropanol	none	MS15006077	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC CSH C18 (1.7 µm, 2.1 mm x 100 mm; Waters)	reverse phase					Mass spectrometry	positive	50-1800	Waters Xevo G2-XS QTof			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			MS15006077	FILES/MS15006077.raw.zip	Data transformation	MS15006077		Metabolite identification	MS15006077	m_MTBLS408_pos_psoriasis_metabolite_profiling_mass_spectrometry_v2_maf.tsv
MS15006107	Extraction	120 μl isopropanol	none	MS15006107	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC CSH C18 (1.7 µm, 2.1 mm x 100 mm; Waters)	reverse phase					Mass spectrometry	positive	50-1800	Waters Xevo G2-XS QTof			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			MS15006107	FILES/MS15006107.raw.zip	Data transformation	MS15006107		Metabolite identification	MS15006107	m_MTBLS408_pos_psoriasis_metabolite_profiling_mass_spectrometry_v2_maf.tsv
MS15006018	Extraction	120 μl isopropanol	none	MS15006018	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC CSH C18 (1.7 µm, 2.1 mm x 100 mm; Waters)	reverse phase					Mass spectrometry	positive	50-1800	Waters Xevo G2-XS QTof			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			MS15006018	FILES/MS15006018.raw.zip	Data transformation	MS15006018		Metabolite identification	MS15006018	m_MTBLS408_pos_psoriasis_metabolite_profiling_mass_spectrometry_v2_maf.tsv
20150707_QC_030_POS	Extraction	120 μl isopropanol	none	20150707_QC_030_POS	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC CSH C18 (1.7 µm, 2.1 mm x 100 mm; Waters)	reverse phase					Mass spectrometry	positive	50-1800	Waters Xevo G2-XS QTof			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20150707_QC_030_POS	FILES/20150707_QC_030_POS.raw.zip	Data transformation	20150707_QC_030_POS		Metabolite identification	20150707_QC_030_POS	m_MTBLS408_pos_psoriasis_metabolite_profiling_mass_spectrometry_v2_maf.tsv
MS15006078	Extraction	120 μl isopropanol	none	MS15006078	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC CSH C18 (1.7 µm, 2.1 mm x 100 mm; Waters)	reverse phase					Mass spectrometry	positive	50-1800	Waters Xevo G2-XS QTof			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			MS15006078	FILES/MS15006078.raw.zip	Data transformation	MS15006078		Metabolite identification	MS15006078	m_MTBLS408_pos_psoriasis_metabolite_profiling_mass_spectrometry_v2_maf.tsv
MS15006108	Extraction	120 μl isopropanol	none	MS15006108	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC CSH C18 (1.7 µm, 2.1 mm x 100 mm; Waters)	reverse phase					Mass spectrometry	positive	50-1800	Waters Xevo G2-XS QTof			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			MS15006108	FILES/MS15006108.raw.zip	Data transformation	MS15006108		Metabolite identification	MS15006108	m_MTBLS408_pos_psoriasis_metabolite_profiling_mass_spectrometry_v2_maf.tsv
MS15006049	Extraction	120 μl isopropanol	none	MS15006049	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC CSH C18 (1.7 µm, 2.1 mm x 100 mm; Waters)	reverse phase					Mass spectrometry	positive	50-1800	Waters Xevo G2-XS QTof			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			MS15006049	FILES/MS15006049.raw.zip	Data transformation	MS15006049		Metabolite identification	MS15006049	m_MTBLS408_pos_psoriasis_metabolite_profiling_mass_spectrometry_v2_maf.tsv
MS15006079	Extraction	120 μl isopropanol	none	MS15006079	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC CSH C18 (1.7 µm, 2.1 mm x 100 mm; Waters)	reverse phase					Mass spectrometry	positive	50-1800	Waters Xevo G2-XS QTof			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			MS15006079	FILES/MS15006079.raw.zip	Data transformation	MS15006079		Metabolite identification	MS15006079	m_MTBLS408_pos_psoriasis_metabolite_profiling_mass_spectrometry_v2_maf.tsv
MS15006109	Extraction	120 μl isopropanol	none	MS15006109	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC CSH C18 (1.7 µm, 2.1 mm x 100 mm; Waters)	reverse phase					Mass spectrometry	positive	50-1800	Waters Xevo G2-XS QTof			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			MS15006109	FILES/MS15006109.raw.zip	Data transformation	MS15006109		Metabolite identification	MS15006109	m_MTBLS408_pos_psoriasis_metabolite_profiling_mass_spectrometry_v2_maf.tsv
MS15006020	Extraction	120 μl isopropanol	none	MS15006020	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC CSH C18 (1.7 µm, 2.1 mm x 100 mm; Waters)	reverse phase					Mass spectrometry	positive	50-1800	Waters Xevo G2-XS QTof			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			MS15006020	FILES/MS15006020.raw.zip	Data transformation	MS15006020		Metabolite identification	MS15006020	m_MTBLS408_pos_psoriasis_metabolite_profiling_mass_spectrometry_v2_maf.tsv
MS15006080	Extraction	120 μl isopropanol	none	MS15006080	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC CSH C18 (1.7 µm, 2.1 mm x 100 mm; Waters)	reverse phase					Mass spectrometry	positive	50-1800	Waters Xevo G2-XS QTof			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			MS15006080	FILES/MS15006080.raw.zip	Data transformation	MS15006080		Metabolite identification	MS15006080	m_MTBLS408_pos_psoriasis_metabolite_profiling_mass_spectrometry_v2_maf.tsv
MS15006110	Extraction	120 μl isopropanol	none	MS15006110	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC CSH C18 (1.7 µm, 2.1 mm x 100 mm; Waters)	reverse phase					Mass spectrometry	positive	50-1800	Waters Xevo G2-XS QTof			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			MS15006110	FILES/MS15006110.raw.zip	Data transformation	MS15006110		Metabolite identification	MS15006110	m_MTBLS408_pos_psoriasis_metabolite_profiling_mass_spectrometry_v2_maf.tsv
20150707_QC_031_POS	Extraction	120 μl isopropanol	none	20150707_QC_031_POS	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC CSH C18 (1.7 µm, 2.1 mm x 100 mm; Waters)	reverse phase					Mass spectrometry	positive	50-1800	Waters Xevo G2-XS QTof			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20150707_QC_031_POS	FILES/20150707_QC_031_POS.raw.zip	Data transformation	20150707_QC_031_POS		Metabolite identification	20150707_QC_031_POS	m_MTBLS408_pos_psoriasis_metabolite_profiling_mass_spectrometry_v2_maf.tsv
MS15006021	Extraction	120 μl isopropanol	none	MS15006021	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC CSH C18 (1.7 µm, 2.1 mm x 100 mm; Waters)	reverse phase					Mass spectrometry	positive	50-1800	Waters Xevo G2-XS QTof			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			MS15006021	FILES/MS15006021.raw.zip	Data transformation	MS15006021		Metabolite identification	MS15006021	m_MTBLS408_pos_psoriasis_metabolite_profiling_mass_spectrometry_v2_maf.tsv
MS15006051	Extraction	120 μl isopropanol	none	MS15006051	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC CSH C18 (1.7 µm, 2.1 mm x 100 mm; Waters)	reverse phase					Mass spectrometry	positive	50-1800	Waters Xevo G2-XS QTof			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			MS15006051	FILES/MS15006051.raw.zip	Data transformation	MS15006051		Metabolite identification	MS15006051	m_MTBLS408_pos_psoriasis_metabolite_profiling_mass_spectrometry_v2_maf.tsv
MS15006081	Extraction	120 μl isopropanol	none	MS15006081	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC CSH C18 (1.7 µm, 2.1 mm x 100 mm; Waters)	reverse phase					Mass spectrometry	positive	50-1800	Waters Xevo G2-XS QTof			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			MS15006081	FILES/MS15006081.raw.zip	Data transformation	MS15006081		Metabolite identification	MS15006081	m_MTBLS408_pos_psoriasis_metabolite_profiling_mass_spectrometry_v2_maf.tsv
MS15006111	Extraction	120 μl isopropanol	none	MS15006111	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC CSH C18 (1.7 µm, 2.1 mm x 100 mm; Waters)	reverse phase					Mass spectrometry	positive	50-1800	Waters Xevo G2-XS QTof			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			MS15006111	FILES/MS15006111.raw.zip	Data transformation	MS15006111		Metabolite identification	MS15006111	m_MTBLS408_pos_psoriasis_metabolite_profiling_mass_spectrometry_v2_maf.tsv
MS15006082	Extraction	120 μl isopropanol	none	MS15006082	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC CSH C18 (1.7 µm, 2.1 mm x 100 mm; Waters)	reverse phase					Mass spectrometry	positive	50-1800	Waters Xevo G2-XS QTof			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			MS15006082	FILES/MS15006082.raw.zip	Data transformation	MS15006082		Metabolite identification	MS15006082	m_MTBLS408_pos_psoriasis_metabolite_profiling_mass_spectrometry_v2_maf.tsv
MS15006112	Extraction	120 μl isopropanol	none	MS15006112	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC CSH C18 (1.7 µm, 2.1 mm x 100 mm; Waters)	reverse phase					Mass spectrometry	positive	50-1800	Waters Xevo G2-XS QTof			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			MS15006112	FILES/MS15006112.raw.zip	Data transformation	MS15006112		Metabolite identification	MS15006112	m_MTBLS408_pos_psoriasis_metabolite_profiling_mass_spectrometry_v2_maf.tsv
MS15006023	Extraction	120 μl isopropanol	none	MS15006023	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC CSH C18 (1.7 µm, 2.1 mm x 100 mm; Waters)	reverse phase					Mass spectrometry	positive	50-1800	Waters Xevo G2-XS QTof			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			MS15006023	FILES/MS15006023.raw.zip	Data transformation	MS15006023		Metabolite identification	MS15006023	m_MTBLS408_pos_psoriasis_metabolite_profiling_mass_spectrometry_v2_maf.tsv
MS15006053	Extraction	120 μl isopropanol	none	MS15006053	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC CSH C18 (1.7 µm, 2.1 mm x 100 mm; Waters)	reverse phase					Mass spectrometry	positive	50-1800	Waters Xevo G2-XS QTof			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			MS15006053	FILES/MS15006053.raw.zip	Data transformation	MS15006053		Metabolite identification	MS15006053	m_MTBLS408_pos_psoriasis_metabolite_profiling_mass_spectrometry_v2_maf.tsv
20150707_QC_032_POS	Extraction	120 μl isopropanol	none	20150707_QC_032_POS	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC CSH C18 (1.7 µm, 2.1 mm x 100 mm; Waters)	reverse phase					Mass spectrometry	positive	50-1800	Waters Xevo G2-XS QTof			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20150707_QC_032_POS	FILES/20150707_QC_032_POS.raw.zip	Data transformation	20150707_QC_032_POS		Metabolite identification	20150707_QC_032_POS	m_MTBLS408_pos_psoriasis_metabolite_profiling_mass_spectrometry_v2_maf.tsv
MS15006083	Extraction	120 μl isopropanol	none	MS15006083	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC CSH C18 (1.7 µm, 2.1 mm x 100 mm; Waters)	reverse phase					Mass spectrometry	positive	50-1800	Waters Xevo G2-XS QTof			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			MS15006083	FILES/MS15006083.raw.zip	Data transformation	MS15006083		Metabolite identification	MS15006083	m_MTBLS408_pos_psoriasis_metabolite_profiling_mass_spectrometry_v2_maf.tsv
MS15006113	Extraction	120 μl isopropanol	none	MS15006113	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC CSH C18 (1.7 µm, 2.1 mm x 100 mm; Waters)	reverse phase					Mass spectrometry	positive	50-1800	Waters Xevo G2-XS QTof			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			MS15006113	FILES/MS15006113.raw.zip	Data transformation	MS15006113		Metabolite identification	MS15006113	m_MTBLS408_pos_psoriasis_metabolite_profiling_mass_spectrometry_v2_maf.tsv
MS15006024	Extraction	120 μl isopropanol	none	MS15006024	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC CSH C18 (1.7 µm, 2.1 mm x 100 mm; Waters)	reverse phase					Mass spectrometry	positive	50-1800	Waters Xevo G2-XS QTof			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			MS15006024	FILES/MS15006024.raw.zip	Data transformation	MS15006024		Metabolite identification	MS15006024	m_MTBLS408_pos_psoriasis_metabolite_profiling_mass_spectrometry_v2_maf.tsv
MS15006054	Extraction	120 μl isopropanol	none	MS15006054	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC CSH C18 (1.7 µm, 2.1 mm x 100 mm; Waters)	reverse phase					Mass spectrometry	positive	50-1800	Waters Xevo G2-XS QTof			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			MS15006054	FILES/MS15006054.raw.zip	Data transformation	MS15006054		Metabolite identification	MS15006054	m_MTBLS408_pos_psoriasis_metabolite_profiling_mass_spectrometry_v2_maf.tsv
MS15006084	Extraction	120 μl isopropanol	none	MS15006084	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC CSH C18 (1.7 µm, 2.1 mm x 100 mm; Waters)	reverse phase					Mass spectrometry	positive	50-1800	Waters Xevo G2-XS QTof			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			MS15006084	FILES/MS15006084.raw.zip	Data transformation	MS15006084		Metabolite identification	MS15006084	m_MTBLS408_pos_psoriasis_metabolite_profiling_mass_spectrometry_v2_maf.tsv
MS15006114	Extraction	120 μl isopropanol	none	MS15006114	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC CSH C18 (1.7 µm, 2.1 mm x 100 mm; Waters)	reverse phase					Mass spectrometry	positive	50-1800	Waters Xevo G2-XS QTof			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			MS15006114	FILES/MS15006114.raw.zip	Data transformation	MS15006114		Metabolite identification	MS15006114	m_MTBLS408_pos_psoriasis_metabolite_profiling_mass_spectrometry_v2_maf.tsv
MS15006025	Extraction	120 μl isopropanol	none	MS15006025	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC CSH C18 (1.7 µm, 2.1 mm x 100 mm; Waters)	reverse phase					Mass spectrometry	positive	50-1800	Waters Xevo G2-XS QTof			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			MS15006025	FILES/MS15006025.raw.zip	Data transformation	MS15006025		Metabolite identification	MS15006025	m_MTBLS408_pos_psoriasis_metabolite_profiling_mass_spectrometry_v2_maf.tsv
MS15006055	Extraction	120 μl isopropanol	none	MS15006055	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC CSH C18 (1.7 µm, 2.1 mm x 100 mm; Waters)	reverse phase					Mass spectrometry	positive	50-1800	Waters Xevo G2-XS QTof			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			MS15006055	FILES/MS15006055.raw.zip	Data transformation	MS15006055		Metabolite identification	MS15006055	m_MTBLS408_pos_psoriasis_metabolite_profiling_mass_spectrometry_v2_maf.tsv
MS15006085	Extraction	120 μl isopropanol	none	MS15006085	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC CSH C18 (1.7 µm, 2.1 mm x 100 mm; Waters)	reverse phase					Mass spectrometry	positive	50-1800	Waters Xevo G2-XS QTof			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			MS15006085	FILES/MS15006085.raw.zip	Data transformation	MS15006085		Metabolite identification	MS15006085	m_MTBLS408_pos_psoriasis_metabolite_profiling_mass_spectrometry_v2_maf.tsv
