database_identifier	chemical_formula	smiles	inchi	metabolite_identification	mass_to_charge	fragmentation	modifications	charge	retention_time	taxid	species	database	database_version	reliability	uri	search_engine	search_engine_score	smallmolecule_abundance_sub	smallmolecule_abundance_stdev_sub	smallmolecule_abundance_std_error_sub	iBAT ZT_00 rep1	iBAT ZT_00 rep2	iBAT ZT_00 rep3	iBAT ZT_00 rep4	iBAT ZT_03 rep1	iBAT ZT_03 rep2	iBAT ZT_03 rep3	iBAT ZT_03 rep4	iBAT ZT_06 rep1	iBAT ZT_06 rep2	iBAT ZT_06 rep3	iBAT ZT_06 rep4	iBAT ZT_09 rep1	iBAT ZT_09 rep2	iBAT ZT_09 rep3	iBAT ZT_09 rep4	iBAT ZT_12 rep1	iBAT ZT_12 rep2	iBAT ZT_12 rep3	iBAT ZT_12 rep4	iBAT ZT_15 rep1	iBAT ZT_15 rep2	iBAT ZT_15 rep3	iBAT ZT_15 rep4	iBAT ZT_18 rep1	iBAT ZT_18 rep2	iBAT ZT_18 rep3	iBAT ZT_18 rep4	iBAT ZT_21 rep1	iBAT ZT_21 rep2	iBAT ZT_21 rep3	iBAT ZT_21 rep4
	C83H154O21N2			GM3(d42:2)	1261.8143	[M-H]-															0.349418	0.525565	0.55742	0.688497	0.256053	0.247765	0.330367	0.304386	0.527141	0.478739	0.532316	0.375631	0.811763	0.989566	0.40363	0.624515	0.835688	0.674242	1.1914	0.470323	0.0705422	0.321005	1.0173	0.175457	0.0937951	0.0857075	0.71257	0.465413	1.50567	0.750908	0.73506	0.270302
	C75H140O22N2			GM3(t34:1)	1167.701	[M-H]-															0.390108	0.374146	0.443419	0.435917	0.41634	0.440043	0.195015	0.358123	0.655664	0.294178	0.282351	0.326096	0.466854	0.656391	0.273881	0.370853	0.76026	0.895469	0.709823	0.307278	0.451495	0.493026	1.11572	0.554419	0.100111	0.233316	0.636086	0.279707	0.971624	0.532461	0.490666	0.241206
	C77H144O22N2			GM3(t36:1)	1195.7314	[M-H]-															0.610061	0.283053	0.141214	0.203608	0.619576	0.379688	0.105028	0.104433	0.196833	0.474536	0.120404	0.238	0.294323	0.499597	0.160847	0.178866	0.318345	0.361008	0.53164	0.196429	0.559598	0.213168	0.367131	0.37948	0.0930456	0.144941	0.3995	0.123857	1.23833	0.197187	0.262908	0.212904
	C81H152O22N2			GM3(t40:1)	1251.7954	[M-H]-															1.35745	0.924986	0.432494	1.54345	0.360707	0.575125	0.542791	0.59282	1.55032	1.273	0.586229	0.626167	1.20128	0.954346	0.943801	1.04055	0.847918	0.964832	1.92981	0.706525	0.641558	0.441944	1.09565	0.594231	0.289731	0.416468	1.88972	0.953389	1.41351	0.973541	1.61347	0.471004
	C82H154O22N2			GM3(t41:1)	1265.8114	[M-H]-															0.657065	0.735	0.0963067	0.815464	0.181876	0.156149	0.200785	0.089176	0.681349	0.476031	0.318555	0.214974	0.766215	0.278837	0.556721	0.261776	0.414299	0.378089	0.840641	0.161379	0.274012	0.221499	0.268754	0.232768	0.143925	0.167633	0.49018	0.148662	0.753344	0.428295	0.754146	0.172807
	C83H153O27N3			GM3(t42:1)	1279.8268	[M-H]-															0.41622	0.526574	0.132345	0.543248	0.0680626	0.103503	0.178408	0.122017	0.414512	0.42935	0.2426	0.179691	0.497473	0.452037	0.338387	0.312898	0.224916	0.409832	0.884576	0.200037	0.220806	0.134479	0.338013	0.208483	0.067975	0.111009	0.604876	0.129418	0.610981	0.304917	0.364133	0.186755
	C102H180O39N4			GD1(d36:1)	917.4797	[M-2H](2-)															0.341491	0.464732	0.457033	0.229896	0.735415	0.423051	0.234617	0.172725	0.197222	0.230598	0.224004	0.24148	0.216507	0.304599	0.204469	0.189614	0.473757	0.377281	0.807026	0.207694	0.204309	0.30148	0.774904	0.371674	0.0727889	0.0487209	0.850571	0.384227	0.886038	0.260371	0.411452	0.159987
	C104H186O39N4			GD1(d38:0)	932.5044	[M-2H](2-)															0.0639203	0.584067	0.69257	0.0768314	0.248271	0.063784	0.260738	0.0970188	0.0491247	0.0299636	0.105523	0.0749247	0.0313561	0.089931	0.0544352	0.0953096	0.172389	0.174184	0.0983288	0.108511	0.786665	0.0919615	0.656494	0.829066	0.27877	0.238047	0.580671	0.466835	0.135861		0.0338935	0.0204688
	C104H184O39N4			GD1(d38:1)	931.4958	[M-2H](2-)															0.565549	0.942008	0.480671	0.473811	1.13856	0.49769	0.413991	0.720023	0.585386	0.529854	0.610667	0.214661	0.421696	0.63392	0.398411	0.510544	0.971265	0.65545	1.22034	0.584585	0.327242	0.817381	1.45423	0.429368	0.42743	1.12074	1.22138	0.598204	1.39071	0.512589	0.543982	0.35199
	C108H190O39N4			GD1(d42:2)	958.5195	[M-2H](2-)															0.222441	1.68274	1.30993	0.269877	0.253296	0.169769	0.0628425	0.0893477	0.0547826	0.034831	0.198459	0.361156	0.14011	0.0839436	0.226455	0.103789	0.519875	0.20771	0.444558		1.85397	0.218204	1.4243	1.15898	0.424072	0.518486	1.22663	0.51572	0.487623	0.162626	0.159814	0.235089
	C106H188O40N4			GD1(t40:1)	953.5093	[M-2H](2-)															1.17762	1.87147	1.81654	0.51246	1.15859	0.74665	0.789674	1.15267	0.923624	1.94921	0.735662	1.07116	2.27195	1.70521	0.492839	1.42926	1.27192	1.85668	1.74449	1.42013	1.43973	1.81499	1.72286	1.25628	1.41664	0.708101	1.27449	1.13508	0.813959	1.26206	0.858589	1.65252
	C33H62O6			TG(30:0)	572.488	[M+NH4]+															7.74294	7.15438	8.19603	7.86255	5.55697	7.39668	15.219	10.4327	4.81771	3.34862	6.24081	3.67884	4.21262	2.80063	5.83925	4.42218	4.30818	6.31884	3.33955	6.67539	8.26885	4.08988	6.98046	9.56003	6.5652	9.31749	9.09515	11.1525	7.83697	6.29382	7.23357	7.14847
	C33H60O6			TG(30:1)	570.4724	[M+NH4]+															1.74936	1.89345	2.189	1.98381	1.64745	2.3384	2.74402	3.21846	1.12564	0.75697	1.68645	0.856259	1.05572	0.954732	1.07106	0.940225	0.9617	1.45457	0.74814	1.57529	1.95931	0.948708	1.66889	2.6958	2.38814	2.28319	3.11879	3.52204	2.45645	2.29537	2.09871	1.89745
	C34H64O6			TG(31:0)	586.5036	[M+NH4]+															0.641093	0.402909	0.449583	0.764634	0.463451	0.41371	0.701163	0.672639	0.266969	0.257551	0.639321	0.265813	0.464237	0.109368	0.33997	0.42461	0.0586125	0.423882	0.278139	0.465927	0.365588	0.27553	0.369102	0.754306	0.520052	0.544661	0.452212	0.820482	0.591035	0.271602	0.386915	0.462744
	C34H62O6			TG(31:1)	584.4882	[M+NH4]+															0.323968	0.28843	0.263906	0.36368	0.284454	0.359983	0.318351	0.244084	0.257795	0.236586	0.428826	0.118345	0.238104	0.0555796	0.182801	0.215834	0.168319	0.281871	0.137829	0.379165	0.401374	0.194468	0.255809	0.283833	0.255067	0.24613	0.317043	0.301272	0.306992	0.319022	0.215197	0.342759
	C35H66O6			TG(32:0)	600.5194	[M+NH4]+															78.8471	80.5973	63.7467	87.48	53.0815	71.7664	162.098	100.25	36.1836	28.0712	53.8345	22.0386	20.9756	16.8638	47.2947	37.3412	38.9974	30.3511	21.7057	42.2619	83.4171	29.3922	71.0432	101.983	58.92	109.577	96.4975	117.692	74.691	62.8128	77.7664	62.8244
	C35H64O6			TG(32:1)	598.5035	[M+NH4]+															17.4471	22.6484	20.1774	28.3558	15.5822	24.283	77.4523	42.8115	7.83468	5.60482	14.6878	5.0315	4.92045	5.33029	13.0188	9.94641	11.5039	8.31207	3.95085	13.1991	29.5787	7.9262	21.9831	34.9319	24.3366	28.8408	26.5993	34.2851	20.3822	20.7265	20.015	18.6358
	C36H68O6			TG(33:0)	614.5351	[M+NH4]+															6.17433	4.39432	3.63233	6.92362	4.90622	4.66834	6.30971	5.32384	3.14003	3.16627	5.84876	2.57322	2.85001	2.39117	3.81089	4.10771	2.67674	3.62056	2.92854	4.11272	4.17071	2.26115	4.4608	5.99241	3.84476	7.49834	4.46826	6.487	5.8333	4.59154	5.21698	3.92931
	C36H66O6			TG(33:1)	612.519	[M+NH4]+															2.34835	1.71564	1.16983	3.4099	2.00472	2.35982	3.91551	2.31084	1.37181	1.29811	2.44117	0.693665	1.25883	0.815015	1.7508	1.77977	0.963817	1.40034	0.723562	1.31884	1.6294	0.827878	1.41273	2.51303	1.5496	2.20382	1.59851	2.43046	2.10426	1.72276	1.78871	1.79617
	C37H70O6			TG(34:0)	628.5506	[M+NH4]+															475.436	520.35	409.806	476.089	325.986	423.296	1015.58	585.028	231.891	183.91	309.056	135.513	137.518	102.859	275.252	238.328	231.463	153.472	122.971	213.707	463.432	160.029	464.246	575.49	353.834	711.211	575.201	684.065	511.941	367.119	527.972	382.949
	C37H68O6			TG(34:1)	626.535	[M+NH4]+															251.405	282.056	247.752	351.36	176.124	263.956	844.859	473.016	110.388	80.15	185.568	56.2973	64.2101	56.2659	155.948	116.377	132.07	86.8586	53.486	142.965	304.145	80.4295	265.859	390.512	306.769	425.806	355.525	438.086	310.871	230.208	282.279	221.802
	C37H66O6			TG(34:2)	624.5196	[M+NH4]+															36.4693	51.1375	37.5211	64.1483	29.2128	38.874	127.774	68.6526	20.1003	14.134	32.9612	10.0874	11.7134	12.2476	26.3025	19.3573	18.4989	17.5531	14.7039	26.3774	46.9725	16.5565	38.1395	65.2098	45.1234	48.2425	66.9602	64.4353	45.1152	41.2665	49.08	29.6545
	C38H72O6			TG(35:0)	642.5659	[M+NH4]+															17.5084	11.954	11.5546	17.4864	12.4097	14.5354	18.6534	15.6931	9.04839	9.1074	16.4284	6.86588	8.61948	6.17337	11.539	11.3696	7.72025	7.99802	7.7997	10.5995	11.9035	6.02555	11.6528	16.3268	10.9189	20.2454	11.885	19.6774	15.2832	11.5497	15.0312	10.9466
	C38H70O6			TG(35:1)	640.5506	[M+NH4]+															19.3187	14.2326	10.8557	27.5161	16.7848	17.459	34.1327	20.8315	11.6289	10.9544	17.3282	7.19688	9.81498	7.04482	15.3905	12.6693	9.73778	10.2999	6.85504	13.2531	13.9635	5.70214	11.9434	19.8854	14.6266	23.5818	16.6887	22.7453	19.5921	13.175	17.2915	14.5136
	C38H68O6			TG(35:2)	638.5346	[M+NH4]+															13.2374	10.9456	10.1764	18.5858	9.9016	10.0612	13.4679	9.21863	12.7249	7.49353	11.4356	4.00782	5.90257	4.86686	9.37138	10.0206	5.49068	5.78733	5.79565	8.07157	7.36725	3.84366	8.0944	11.8861	11.3287	16.3195	18.3448	16.2048	16.2859	10.2249	16.0131	8.03823
	C39H74O6			TG(36:0)	656.5817	[M+NH4]+															752.505	740.721	738.262	757.4	418.405	718.948	2004.56	1127.05	428.611	285.822	539.826	178.225	217.021	117.351	492.884	319.797	317.168	160.294	140.196	350.003	608.195	131.801	558.165	725.609	690.159	1072.51	874.681	1172.04	750.561	415.476	726.822	633.096
	C39H72O6			TG(36:1)	654.5662	[M+NH4]+															1069.14	1099.39	998.613	1316.5	726.241	1024.54	2827.72	1668.81	584.49	402.679	783.456	261.444	306.207	253.296	701.769	485.626	606.214	339.36	261.523	598.301	1026.21	295.27	958.735	1294.69	1153.51	1578.24	1436.54	1590.07	1359.04	785.534	1284.23	916.604
	C39H70O6			TG(36:2)	652.5506	[M+NH4]+															1029.57	1113.45	757.978	1346.27	670.914	824.731	1929.6	1148.66	609.943	394.851	705.48	298.288	324.23	273.825	604.147	475.679	472.79	373.6	405.431	537.157	787.086	323.377	781.755	1162.76	869.381	1211.29	1563.71	1300.1	1164.15	774.434	1328.39	654.893
	C39H68O6			TG(36:3)	650.5345	[M+NH4]+															120.804	170.839	118.627	201.456	97.9925	112.297	306.639	173.027	64.1158	39.0902	100.262	32.2431	37.3778	35.4893	71.5458	64.2701	55.105	50.0445	48.9019	78.669	125.536	53.2215	117.244	201.927	145.459	184.55	254.94	213.076	147.283	119.957	178.166	84.6335
	C40H76O6			TG(37:0)	670.5973	[M+NH4]+															15.4567	9.73935	13.7133	15.4905	7.63587	15.1024	26.4635	20.132	7.22248	6.14175	15.6605	4.81507	5.97896	3.14419	10.0913	6.63422	6.98238	3.51745	4.26626	9.50344	10.4125	3.05953	7.22785	12.7248	11.8689	17.415	11.2029	17.9378	13.8223	7.55595	10.6682	10.7669
	C40H74O6			TG(37:1)	668.5817	[M+NH4]+															46.6494	31.1261	28.9217	58.088	34.3799	40.1665	77.0515	49.9013	31.1136	28.0661	44.2189	16.8671	25.3255	16.9878	41.4325	28.795	23.9835	20.0871	19.8271	33.831	30.9633	12.7038	23.6591	39.809	36.3441	45.9282	34.8775	46.7963	42.0649	26.4031	41.5276	32.5921
	C40H72O6			TG(37:2)	666.566	[M+NH4]+															76.8024	50.2487	32.3272	100.824	63.2137	54.2946	73.3098	49.486	60.0558	55.5551	69.5266	32.9824	48.0816	34.9444	61.5256	52.5033	31.893	42.1063	46.0396	48.8912	35.6728	19.3022	34.113	53.2611	42.7553	60.0316	63.1842	62.4225	71.1798	43.2373	73.5556	43.3053
	C40H70O6			TG(37:3)	664.5502	[M+NH4]+															18.3044	13.7413	9.85149	27.5436	14.9261	12.8784	18.0945	11.5874	17.884	10.5944	15.8775	6.95767	11.2697	8.92905	13.4909	13.5646	7.05187	10.5438	8.65919	12.6925	9.23325	6.62806	8.88347	16.1028	13.4461	16.5868	21.233	18.0043	21.0846	13.1414	18.7437	10.7001
	C41H78O6			TG(38:0)	684.6129	[M+NH4]+															253.362	210.261	228.519	274.234	118.429	261.124	991.618	413.805	158.681	101.155	186.766	60.7474	81.6825	38.3795	202.017	83.9386	108.443	49.9587	45.0006	132.745	181.957	31.5399	138.412	169.958	274.719	340.506	263.227	405.707	222.799	114.598	194.897	211.151
	C41H76O6			TG(38:1)	682.5974	[M+NH4]+															1868.8	1452.7	1399.1	2113.84	920.929	1604.14	3706.25	2270.67	1302.98	815.868	1407.84	464.242	605.207	364.854	1360.66	657.058	939.38	429.909	430.745	1056	1252.69	272.829	946.977	1336.7	1724.64	1794.12	2005.38	2072.05	1874.19	833.482	1762.71	1356.74
	C41H74O6			TG(38:2)	680.5819	[M+NH4]+															3295.5	2932.8	2310.26	3526.07	1967.64	2558.62	4830.06	3214.88	2168.14	1380.4	2235.42	925.681	1247.07	906.216	1899.61	1222.23	1608.6	985.949	1088.2	1618.65	2010.11	621.254	2035.72	2697.91	2524.76	3178.5	4138.63	3490.43	3533.68	2022.88	3730.89	1998.92
	C41H72O6			TG(38:3)	678.5661	[M+NH4]+															840.677	986.502	697.557	1141.74	636.887	729.654	1767.95	1012.97	482.921	300.377	658.861	240.219	288.552	263.89	441.117	377.615	391.395	316.97	339.708	451.483	639.121	266.039	688.385	1002.79	826.01	1131.98	1431.62	1200.41	1011.22	734.813	1164.01	538.52
	C41H70O6			TG(38:4)	676.5502	[M+NH4]+															93.5574	156.178	89.2549	155.362	76.9897	78.6212	175.115	105.426	56.2077	37.1163	85.9121	35.0575	37.9678	37.8302	46.2632	54.2681	30.4099	47.8449	62.9391	50.3362	87.4227	59.3791	96.6646	161.539	114.81	147.72	216.705	176.22	113.42	115.741	139.164	54.9604
	C42H80O6			TG(39:0)	698.6288	[M+NH4]+															9.63728	6.63953	6.66346	9.03324	5.21265	7.71831	13.9162	9.52007	5.89695	4.08474	6.59892	3.74976	4.03789	2.72321	5.88641	3.80086	4.26911	2.62637	3.15628	4.83389	5.49081	2.95277	5.23156	6.38819	6.76234	11.1725	7.76094	10.9585	8.57876	6.02433	7.66002	5.32191
	C42H78O6			TG(39:1)	696.613	[M+NH4]+															47.4171	26.5877	32.9907	57.9052	24.6762	46.2142	114.13	63.5577	31.8346	21.8467	49.2292	16.2599	19.5688	12.4221	39.4481	18.957	25.9999	12.2476	15.981	35.7558	30.3331	9.48825	18.1996	32.9735	41.2037	39.4058	35.2853	45.7994	41.1942	21.8095	33.8679	31.8287
	C42H76O6			TG(39:2)	694.5972	[M+NH4]+															104.822	66.8693	68.2053	138.184	58.3041	86.9397	133.334	94.8228	73.5743	51.2056	103.716	39.1434	54.0458	35.1801	79.8077	46.3329	50.6727	32.9255	53.5298	70.3274	58.1939	19.9325	44.2943	74.7401	71.693	85.2513	95.2935	97.3441	112.497	57.7917	90.465	55.9362
	C42H74O6			TG(39:3)	692.5815	[M+NH4]+															46.9219	36.5093	23.2616	61.5921	36.1662	33.4521	42.9354	32.3047	36.1388	31.0189	47.5413	19.7775	27.2461	21.3759	30.3649	29.5003	20.826	25.5315	31.0202	31.0187	24.9347	13.0219	22.7696	38.8039	27.1329	35.0314	44.8356	38.4002	44.894	32.693	45.897	23.9503
	C42H72O6			TG(39:4)	690.566	[M+NH4]+															11.8451	9.14307	4.77392	16.2024	10.422	7.51199	8.76658	5.25787	11.0978	10.3281	12.5338	6.82826	7.95351	6.68508	7.88647	9.88559	3.98901	9.71531	9.6809	7.25981	5.01989	3.28275	5.24736	9.14004	6.11039	8.84605	11.554	9.636	11.2392	9.20929	10.4824	5.35083
	C43H82O6			TG(40:0)	712.6444	[M+NH4]+															156.026	116.39	111.606	152.107	87.5827	143.579	334.529	183.586	108.074	81.6375	109.611	55.8737	65.5458	43.4952	116.014	65.9281	104.012	51.6488	40.2608	92.1118	109.355	36.0266	94.4019	101.667	118.432	171.789	163.922	208.216	139.77	82.9728	132.572	117.972
	C43H80O6			TG(40:1)	710.6286	[M+NH4]+															790.928	556.681	545.984	916.883	358.99	751.18	2108.91	1023.46	569.468	384.846	568.999	211.254	277.317	172.358	623.712	240.904	485.3	179.473	168.292	461.146	499.543	100.114	350.109	465.889	810.255	751.729	830.895	943.369	750.55	325.728	654.424	574.83
	C43H78O6			TG(40:2)	708.613	[M+NH4]+															1536.42	1046.13	1033.74	1855.69	698.696	1321.17	3174.22	1760.45	1179.03	691.444	1245.54	393.43	547.728	290.853	1141.28	435.614	801.635	315.96	389.063	925.419	837.867	169.354	561.983	858.252	1442.52	1236.31	1645.55	1641.65	1307.43	599.669	1273.47	967.85
	C43H76O6			TG(40:3)	706.5974	[M+NH4]+															1349.89	1206.17	927.575	1601.58	770.656	1030.53	2213.71	1245.85	989.944	593.046	1135.34	411.573	521.075	392.284	805.542	478.299	640.433	434.105	554.426	745.758	797.659	262.332	711.952	1047.17	1069.74	1153.03	1711.8	1439.6	1256.63	817.623	1374.35	718.783
	C43H74O6			TG(40:4)	704.5817	[M+NH4]+															632.892	668.228	428.942	768.178	400.464	483.531	724.502	489.931	472.422	295.334	498.414	229.961	283.695	237.457	330.568	232.224	229.603	226.785	315.34	274.933	355.194	131.714	409.172	577.371	461.805	648.685	1016.31	782.729	716.274	527.72	710.49	294.752
	C43H72O6			TG(40:5)	702.5659	[M+NH4]+															95.0696	127.398	74.0994	144.604	66.8395	77.7938	136.621	85.7596	60.4179	32.7909	72.2887	28.032	42.9343	34.4173	41.5257	35.3344	25.882	29.9162	43.9545	37.5095	59.056	19.7634	73.1521	108.896	91.7282	128.832	208.064	159.353	128.817	97.4063	123.585	44.1289
	C43H70O6			TG(40:6)	700.5503	[M+NH4]+															10.7565	11.6305	8.00796	15.6375	5.49718	4.27552	12.2355	6.82483	3.62341	1.34109	6.34182	1.07931	2.01835	1.32627	2.79819	6.44034	1.43386	3.24521	5.68136	6.16701	9.7332	6.2098	8.92985	13.9774	8.3404	11.059	20.8052	12.7268	6.59587	5.8646	12.8104	4.34306
	C44H84O6			TG(41:0)	726.6601	[M+NH4]+															12.4434	9.00507	10.0808	12.0344	8.30183	8.88777	10.1244	8.8213	8.30495	6.87947	9.01701	6.67498	6.94313	5.88463	7.54566	7.44589	7.29531	6.00085	6.36072	7.29769	8.27576	6.07271	9.62232	9.40716	7.94392	13.2493	11.7071	13.2656	11.7789	10.8536	10.7233	7.25822
	C44H82O6			TG(41:1)	724.6444	[M+NH4]+															36.4313	21.0375	23.9871	39.3624	20.0499	29.0789	58.7189	33.4568	25.9911	17.3024	29.9237	13.7082	16.4668	11.5994	25.1071	16.1831	22.1928	11.409	13.5883	23.4923	21.1019	11.0648	19.4878	24.4014	26.2382	31.5993	29.5774	32.577	30.2119	21.1109	29.1842	21.9297
	C44H80O6			TG(41:2)	722.6285	[M+NH4]+															50.1853	26.5645	32.1254	57.2581	21.6052	39.5058	90.8598	45.6905	41.7531	24.0695	52.2042	16.9552	21.5945	13.1285	42.3374	19.1329	23.2603	12.6829	19.6296	36.1945	25.235	9.08677	18.1891	26.9778	38.2237	34.5431	40.9429	42.9016	41.719	22.5835	34.9498	25.3853
	C44H78O6			TG(41:3)	720.6127	[M+NH4]+															44.5789	26.6992	28.9635	55.5736	24.4202	34.0386	38.4188	31.5897	36.2484	22.2972	49.4289	18.572	22.8355	16.2707	33.2481	20.2436	22.8198	12.9803	24.5942	33.6125	25.2661	10.4644	18.7725	31.0694	29.7508	31.6274	40.755	36.0701	44.0242	27.0304	36.3216	21.066
	C44H76O6			TG(41:4)	718.5969	[M+NH4]+															18.3615	12.4802	12.0075	23.8141	11.8228	13.4997	12.4548	10.5694	16.0264	9.06682	18.9153	9.51721	12.3872	12.0168	12.8314	9.99783	9.82967	8.45012	16.4484	12.619	10.6642	5.80961	10.3327	15.1776	11.1991	14.8101	19.6731	16.9578	25.2801	16.6066	16.4489	7.45897
	C44H74O6			TG(41:5)	716.5816	[M+NH4]+															3.32733	2.8467	2.0358	5.3758	2.65221	2.41176	2.23881	2.01452	2.60754	1.83217	3.47126	2.03405	2.48931	2.22542	2.06637	1.87052	0.886048	1.58661	3.44863	2.27277	1.90999	1.09094	2.05237	3.20872	1.75288	3.59815	4.04575	3.96647	5.14924	3.34115	3.62144	1.63418
	C44H72O6			TG(41:6)	714.566	[M+NH4]+															0.998982	0.604169	0.42272	1.75811	0.538112	0.407007	0.567543	0.52275	0.464947	0.345459	1.07566	0.152709	0.466424	0.261367	0.456194	0.810534	0.139724	0.376578	1.04397	0.741282	0.443871	0.25287	0.327577	0.762381	0.410619	0.77672	1.11212	1.03085	0.522851	0.268233	0.765443	0.379393
	C45H84O6			TG(42:1)	738.6601	[M+NH4]+															528.907	350.033	324.601	552.975	318.446	485.43	944.573	577.677	400.914	305.245	418.101	199.202	249.14	206.772	419.276	250.626	449.75	213.088	163.769	381.38	379.959	156.051	300.028	360.828	404.45	452.15	525.946	562.543	508.011	311.467	474.429	384.273
	C45H82O6			TG(42:2)	736.6444	[M+NH4]+															651.174	443.344	397.741	728.12	360.047	570.534	1226.32	671.795	490.765	344.117	484.738	219.442	276.02	202.912	465.454	221.585	445.552	199.506	199.017	404.264	393.472	118.084	311.2	390.245	552.769	558.628	718.282	691.634	558.07	341.083	589.981	403.236
	C45H80O6			TG(42:3)	734.6286	[M+NH4]+															341.257	245.59	230.326	438.746	178.419	318.082	806.573	376.413	269.326	165.996	317.748	102.609	142.195	91.3892	255.823	104.829	182.582	90.0071	106.742	228.17	189.53	47.2534	141.559	214.168	335.861	270.227	391.059	382.876	258.853	173.288	274.728	197.626
	C45H78O6			TG(42:4)	732.6128	[M+NH4]+															151.227	130.361	105.378	214.577	83.6184	135.089	222.942	140.887	109.149	66.2316	128.929	44.0447	63.9284	42.5335	94.3358	45.0636	60.0973	37.8145	53.0075	83.0837	86.2328	19.7587	74.348	104.881	148.829	150.931	215.852	198.894	144.644	89.9182	133.383	76.1913
	C45H76O6			TG(42:5)	730.597	[M+NH4]+															56.7935	56.5579	42.6827	70.1788	32.599	39.3122	79.8187	47.867	32.6193	16.7482	42.631	11.699	18.2953	12.7952	23.1373	18.8672	16.1506	15.3671	19.8432	25.083	35.2186	10.5384	35.219	49.6484	48.9587	58.2579	87.7146	70.5391	48.9034	35.2263	57.6352	26.8586
	C45H74O6			TG(42:6)	728.5815	[M+NH4]+															46.8551	52.9475	35.7288	65.2888	21.3843	21.6499	56.3718	33.9452	15.7143	7.02584	29.2962	4.76147	6.99793	3.46071	9.22869	15.3578	8.20934	10.7253	17.0665	18.7617	31.5155	11.0502	32.6517	49.8915	44.3034	56.4143	84.7757	65.7551	36.9181	20.8459	52.1609	20.582
	C45H72O6			TG(42:7)	726.5662	[M+NH4]+															4.62172	5.77933	4.02389	6.69554	2.67372	2.64199	10.4853	5.04804	1.53642	0.625085	3.24343	0.551713	0.984551	0.635666	1.35679	1.84923	1.12522	1.32728	1.96198	2.7476	4.88626	1.69858	4.39423	8.3399	5.17142	6.50746	9.14987	7.49072	3.39522	3.56577	5.36415	2.37387
	C46H88O6			TG(43:0)	754.6911	[M+NH4]+															10.3742	7.73682	9.59537	9.67466	7.29596	6.8047	4.79874	6.09747	7.19853	6.46627	8.74475	7.54942	7.03559	7.87823	6.27452	7.35852	6.87649	7.93561	7.60464	6.76426	6.76308	10.2066	8.33928	8.31279	7.47139	8.98235	8.61732	8.84247	9.44173	12.2179	8.93848	6.61544
	C46H86O6			TG(43:1)	752.6756	[M+NH4]+															36.6528	23.5105	26.8513	41.7573	24.4603	25.8786	33.0062	26.702	27.4761	19.2163	27.4732	15.4442	18.957	19.3699	23.495	21.8306	25.9697	16.9168	16.795	24.1902	23.4948	18.5301	26.2814	26.5907	27.6588	32.4778	35.0908	33.4689	40.4985	31.8058	34.5786	21.6601
	C46H84O6			TG(43:2)	750.66	[M+NH4]+															60.8539	37.2786	43.8107	67.5349	33.7649	40.6344	59.6127	38.9099	53.4025	28.0269	48.1641	20.1405	27.8304	22.0328	39.7458	31.4314	33.63	18.0165	24.9421	39.8806	31.3751	18.9652	35.0348	39.7925	41.6058	50.435	64.3066	49.1473	55.2383	38.6438	57.2772	28.3225
	C46H82O6			TG(43:3)	748.6443	[M+NH4]+															41.5709	21.0583	35.0761	44.1296	19.5039	25.8497	37.3278	23.3788	48.5275	17.7316	35.6273	8.33019	15.9785	12.6584	32.027	21.249	20.9266	9.10181	13.1485	29.544	18.209	9.57112	20.9501	24.4704	34.4464	31.201	56.0133	30.8874	35.5627	22.8208	40.1602	18.0253
	C46H80O6			TG(43:4)	746.6285	[M+NH4]+															22.9636	9.50759	19.5558	24.9098	8.13173	13.2018	22.7463	11.5107	33.8567	8.46053	19.1748	3.05436	8.51227	6.24213	20.6641	10.5125	8.74936	3.60602	6.59698	16.9443	7.73747	3.15041	7.96823	9.99267	21.3929	14.2325	29.8838	15.6436	17.0249	10.0871	17.7048	8.11373
	C46H78O6			TG(43:5)	744.6128	[M+NH4]+															5.5149	2.64496	4.26626	5.9072	2.22391	2.83495	3.64385	2.41374	6.87557	1.79107	4.86462	0.720507	1.76019	1.3459	3.81161	2.37739	1.95011	1.05114	1.80658	3.78933	2.01527	0.887448	2.55917	2.98918	3.79751	3.30058	7.52011	3.37482	4.51715	2.77892	4.84342	1.91578
	C46H76O6			TG(43:6)	742.5971	[M+NH4]+															1.60629	1.12907	0.745618	4.15621	1.08067	1.05521	1.58412	1.45271	0.927306	0.529019	1.36785	0.455943	0.4239	0.253196	0.769944	0.423764	0.284496	0.613679	0.725187	0.688394	0.665424	0.374331	0.743037	1.11934	1.9442	2.62529	1.56184	3.13731	3.48426	0.660945	1.01106	0.491134
	C47H90O6			TG(44:0)	768.7066	[M+NH4]+															250.726	175.472	188.762	182.505	165.504	193.713	201.5	209.627	150.303	167.566	168.976	144.657	137.993	127.287	166.817	151.319	210.579	153.084	124.315	163.417	199.703	178.696	164.773	186.353	181.009	187.244	188.734	210.058	174.158	179.417	176.679	201.415
	C47H88O6			TG(44:1)	766.6914	[M+NH4]+															1003.12	646.313	588.263	916.224	716.836	853.426	1111.15	923.254	651.882	603.766	809.548	463.378	532.341	525.154	808.32	649.071	1020.93	618.843	399.391	845.43	826.156	588.644	712.868	756.541	600.337	687.458	760.123	775.415	820.446	752.219	810.326	741.026
